info_id,emp_id,number_consumers,mode,dining_table_id,dining_table_name,expenditure,dishes_count,accounts_payable,use_start_time,check_closed,lock_time,cashier_id,pc_id,order_number,org_id,print_doc_bill_num,lock_table_info,order_status,phone,name
365,992,2,NA,460,1002,146,6,146,8/2/2016 13:19,NA,8/2/2016 13:29,NA,NA,NA,304,NA,NA,1,18688880011,姜晗昱
171,1463,3,NA,1403,1004,299,10,299,8/2/2016 13:51,NA,8/2/2016 14:00,NA,NA,NA,328,NA,NA,1,18688880662,范小萱
631,1188,4,NA,1485,1006,168,6,168,8/2/2016 17:57,NA,8/2/2016 18:00,NA,NA,NA,330,NA,NA,1,18688880367,姚丽
650,1212,3,NA,1485,1006,498,15,498,8/2/2016 18:19,NA,8/2/2016 18:27,NA,NA,NA,330,NA,NA,1,18688880411,胡扬
734,1278,2,NA,1481,1002,184,5,184,8/2/2016 18:20,NA,8/2/2016 18:27,NA,NA,NA,330,NA,NA,1,18688880476,胡煜羲
548,1103,6,NA,1489,1010,850,9,850,8/2/2016 18:55,NA,8/2/2016 19:07,NA,NA,NA,330,NA,NA,1,18688880182,赵致远
574,1115,6,NA,1489,1010,546,10,546,8/2/2016 19:00,NA,8/2/2016 19:06,NA,NA,NA,330,NA,NA,1,18688880194,孙雪雷
719,1162,2,NA,1482,1003,306,7,306,8/2/2016 19:22,NA,8/2/2016 19:38,NA,NA,NA,330,NA,NA,1,18688880291,赵孟春
585,1181,4,NA,1483,1004,659,10,659,8/2/2016 20:14,NA,8/2/2016 20:25,NA,NA,NA,330,NA,NA,1,18688880360,袁佳玉
613,1451,3,NA,1483,1004,379,9,379,8/2/2016 21:00,NA,8/2/2016 21:10,NA,NA,NA,330,NA,NA,1,18688880650,苗欣悦
688,1157,5,NA,1489,1010,332,8,332,8/2/2016 21:04,NA,8/2/2016 21:18,NA,NA,NA,330,NA,NA,1,18688880286,赵奕骏
491,1169,6,NA,1489,1010,134,8,134,8/2/2016 21:36,NA,8/2/2016 21:54,NA,NA,NA,330,NA,NA,1,18688880298,孙铎洫
432,1175,2,NA,1481,1002,269,6,269,8/3/2016 12:52,NA,8/3/2016 13:10,NA,NA,NA,330,NA,NA,1,18688880354,李归呈
177,1141,2,NA,1401,1002,137,4,137,8/3/2016 12:56,NA,8/3/2016 13:00,NA,NA,NA,328,NA,NA,1,18688880270,胡矩溢
320,1538,3,NA,1421,1022,457,7,457,8/3/2016 13:03,NA,8/3/2016 13:18,NA,NA,NA,328,NA,NA,1,18688880737,蔡雨桐
317,1091,5,NA,1430,1031,523,13,523,8/3/2016 13:06,NA,8/3/2016 13:12,NA,NA,NA,328,NA,NA,1,18688880170,魏致远
281,997,4,NA,1414,1022,394,21,394,8/3/2016 13:51,NA,8/3/2016 14:09,NA,NA,NA,328,NA,NA,1,18688880016,徐子轩
137,1248,4,NA,685,1006,197,9,197,8/3/2016 14:01,NA,8/3/2016 14:05,NA,NA,NA,310,NA,NA,1,18688880446,胡競涛
670,1570,10,NA,1496,1017,580,18,580,8/3/2016 17:10,NA,8/3/2016 17:28,NA,NA,NA,330,NA,NA,1,18688880769,王祥业
776,1204,8,NA,1493,1014,760,18,760,8/3/2016 17:31,NA,8/3/2016 17:47,NA,NA,NA,330,NA,NA,1,18688880403,胡誉文
492,1129,9,NA,1509,1030,301,3,301,8/3/2016 18:14,NA,8/3/2016 18:32,NA,NA,NA,330,NA,NA,1,18688880258,胡艺菲
615,1261,10,NA,1499,1020,343,8,343,8/3/2016 18:51,NA,8/3/2016 18:56,NA,NA,NA,330,NA,NA,1,18688880459,孙雨翔
749,1139,8,NA,1490,1011,718,16,718,8/3/2016 19:47,NA,8/3/2016 20:01,NA,NA,NA,330,NA,NA,1,18688880268,孟小杰
488,1110,8,NA,1492,1013,349,8,349,8/3/2016 20:05,NA,8/3/2016 20:25,NA,NA,NA,330,NA,NA,1,18688880312,李佩珊
773,1193,4,NA,1484,1005,395,12,395,8/3/2016 20:44,NA,8/3/2016 20:57,NA,NA,NA,330,NA,NA,1,18688880372,李思轩
660,1116,6,NA,1489,1010,560,19,560,8/3/2016 20:49,NA,8/3/2016 21:07,NA,NA,NA,330,NA,NA,1,18688880195,张书仪
619,1124,6,NA,1489,1010,720,20,720,8/3/2016 20:58,NA,8/3/2016 21:03,NA,NA,NA,330,NA,NA,1,18688880253,胡晗
649,1557,7,NA,1496,1017,350,10,350,8/3/2016 21:23,NA,8/3/2016 21:39,NA,NA,NA,330,NA,NA,1,18688880756,王瑾轩
302,1458,6,NA,1410,1011,634,19,634,8/4/2016 11:05,NA,8/4/2016 11:17,NA,NA,NA,328,NA,NA,1,18688880657,牛明硕
310,1303,2,NA,1402,1003,227,4,227,8/4/2016 11:58,NA,8/4/2016 12:06,NA,NA,NA,328,NA,NA,1,18688880502,木雅云
383,1105,2,NA,1486,1007,705,17,705,8/4/2016 12:07,NA,8/4/2016 12:26,NA,NA,NA,330,NA,NA,1,18688880184,魏钰洁
547,1018,3,NA,1485,1006,501,16,501,8/4/2016 17:35,NA,8/4/2016 17:55,NA,NA,NA,330,NA,NA,1,18688880037,卢子翰
668,1232,8,NA,1499,1020,291,5,291,8/4/2016 18:05,NA,8/4/2016 18:20,NA,NA,NA,330,NA,NA,1,18688880430,沈子淇
742,1597,6,NA,1487,1008,648,11,648,8/4/2016 18:19,NA,8/4/2016 18:27,NA,NA,NA,330,NA,NA,1,18688880796,柴瑜哲
593,1189,8,NA,1490,1011,813,12,813,8/4/2016 18:35,NA,8/4/2016 18:45,NA,NA,NA,330,NA,NA,1,18688880368,徐珂
1259,1115,3,NA,1483,1004,158,4,158,8/4/2016 18:52,NA,8/4/2016 19:03,NA,NA,NA,330,NA,NA,1,18688880194,孙雪雷
703,1594,2,NA,1482,1003,127,2,127,8/4/2016 18:54,NA,8/4/2016 19:03,NA,NA,NA,330,NA,NA,1,18688880793,高建建
673,1221,6,NA,1492,1013,690,10,690,8/4/2016 20:34,NA,8/4/2016 20:50,NA,NA,NA,330,NA,NA,1,18688880420,张光熙
669,1273,2,NA,1480,1001,1006,20,1006,8/4/2016 21:11,NA,8/4/2016 21:27,NA,NA,NA,330,NA,NA,1,18688880471,沈磊
443,1605,10,NA,1488,1009,837,19,837,8/4/2016 21:30,NA,8/4/2016 21:47,NA,NA,NA,330,NA,NA,1,18688880804,柴启泽
557,1163,8,NA,1516,1037,1023,30,1023,8/4/2016 21:54,NA,8/4/2016 22:07,NA,NA,NA,330,NA,NA,1,18688880292,李欣妍
333,1249,3,NA,1403,1004,159,5,159,8/5/2016 12:01,NA,8/5/2016 12:19,NA,NA,NA,328,NA,NA,1,18688880447,徐嘉怡
384,1148,6,NA,1504,1025,231,7,231,8/5/2016 12:23,NA,8/5/2016 12:32,NA,NA,NA,330,NA,NA,1,18688880277,孙相龙
831,1096,5,NA,1488,1009,507,13,507,8/5/2016 12:33,NA,8/5/2016 12:49,NA,NA,NA,330,NA,NA,1,18688880175,张桀诰
382,1206,6,NA,1486,1007,470,10,470,8/5/2016 12:38,NA,8/5/2016 12:48,NA,NA,NA,330,NA,NA,1,18688880405,董泽力
313,1226,3,NA,1409,1010,279,13,279,8/5/2016 13:35,NA,8/5/2016 13:50,NA,NA,NA,328,NA,NA,1,18688880424,胡百邑
892,989,2,NA,1481,1002,194,6,194,8/5/2016 13:40,NA,8/5/2016 13:56,NA,NA,NA,330,NA,NA,1,18688880008,唐莉
762,1138,4,NA,1500,1021,269,7,269,8/5/2016 17:11,NA,8/5/2016 17:18,NA,NA,NA,330,NA,NA,1,18688880267,李佳馨
1070,1177,6,NA,1486,1007,738,16,738,8/5/2016 17:20,NA,8/5/2016 17:29,NA,NA,NA,330,NA,NA,1,18688880356,孙静波
682,1144,6,NA,1489,1010,407,8,407,8/5/2016 18:24,NA,8/5/2016 18:41,NA,NA,NA,330,NA,NA,1,18688880273,王兴
541,1151,2,NA,1480,1001,189,7,189,8/5/2016 18:35,NA,8/5/2016 18:52,NA,NA,NA,330,NA,NA,1,18688880280,孟璐
610,1571,6,NA,1489,1010,139,7,139,8/5/2016 18:37,NA,8/5/2016 18:48,NA,NA,NA,330,NA,NA,1,18688880770,王振鸣
575,1093,2,NA,1482,1003,908,12,908,8/5/2016 18:41,NA,8/5/2016 18:57,NA,NA,NA,330,NA,NA,1,18688880172,韩雨熙
652,1164,3,NA,1485,1006,346,11,346,8/5/2016 18:53,NA,8/5/2016 19:04,NA,NA,NA,330,NA,NA,1,18688880293,毛好
779,1304,6,NA,1489,1010,735,15,735,8/5/2016 19:18,NA,8/21/2016 19:26,NA,NA,NA,330,NA,NA,1,18688880503,木欣桐
573,1337,4,NA,1485,1006,364,9,364,8/5/2016 19:29,NA,8/5/2016 19:44,NA,NA,NA,330,NA,NA,1,18688880536,乌明轩
451,1488,10,NA,1519,1040,693,17,693,8/5/2016 20:00,NA,8/5/2016 20:07,NA,NA,NA,330,NA,NA,1,18688880687,刑欣可
681,1183,6,NA,1505,1026,980,20,980,8/5/2016 20:20,NA,8/5/2016 20:37,NA,NA,NA,330,NA,NA,1,18688880362,张蒂菲
502,1028,10,NA,1496,1017,473,11,473,8/5/2016 20:56,NA,8/5/2016 21:12,NA,NA,NA,330,NA,NA,1,18688880047,荆哲
545,1117,4,NA,1483,1004,250,9,250,8/5/2016 20:59,NA,8/5/2016 21:15,NA,NA,NA,330,NA,NA,1,18688880196,钟煜宁
578,1404,6,NA,1488,1009,601,10,601,8/5/2016 21:33,NA,8/5/2016 21:38,NA,NA,NA,330,NA,NA,1,18688880603,章欣怡
617,1107,4,NA,1485,1006,368,11,368,8/5/2016 22:01,NA,8/5/2016 22:07,NA,NA,NA,330,NA,NA,1,18688880186,胡尚娇
386,1160,6,NA,1488,1009,895,9,895,8/6/2016 11:05,NA,8/6/2016 11:17,NA,NA,NA,330,NA,NA,1,18688880229,刘东方
824,1601,3,NA,1484,1005,495,8,495,8/6/2016 11:16,NA,8/6/2016 11:47,NA,NA,NA,330,NA,NA,1,18688880800,柴淼垒
434,1377,8,NA,1493,1014,721,16,721,8/6/2016 11:17,NA,8/6/2016 11:31,NA,NA,NA,330,NA,NA,1,18688880576,仲才马
894,1140,6,NA,1487,1008,345,5,345,8/6/2016 11:20,NA,8/6/2016 11:25,NA,NA,NA,330,NA,NA,1,18688880269,赵铁皖
837,1024,6,NA,1486,1007,625,11,625,8/6/2016 11:42,NA,8/6/2016 11:47,NA,NA,NA,330,NA,NA,1,18688880043,魏程雪
814,1129,4,NA,1484,1005,331,11,331,8/6/2016 11:49,NA,8/6/2016 11:57,NA,NA,NA,330,NA,NA,1,18688880119,夏雪
391,1253,6,NA,1515,1036,236,7,236,8/6/2016 11:58,NA,8/6/2016 12:14,NA,NA,NA,330,NA,NA,1,18688880451,沈星宇
266,990,5,NA,1433,1034,335,8,335,8/6/2016 12:28,NA,8/6/2016 12:39,NA,NA,NA,328,NA,NA,1,18688880009,张馥雨
399,1167,8,NA,1492,1013,131,4,131,8/6/2016 12:37,NA,8/6/2016 12:48,NA,NA,NA,330,NA,NA,1,18688880331,张娜
865,1130,8,NA,1491,1012,794,19,794,8/6/2016 12:54,NA,8/6/2016 13:10,NA,NA,NA,330,NA,NA,1,18688880219,夏昊然
311,1086,4,NA,1424,1025,402,12,402,8/6/2016 12:57,NA,8/6/2016 13:13,NA,NA,NA,328,NA,NA,1,18688880165,孙焕欢
878,1453,3,NA,1484,1005,325,8,325,8/6/2016 13:12,NA,8/6/2016 13:48,NA,NA,NA,330,NA,NA,1,18688880652,牛金文
203,1250,3,NA,1435,1006,238,7,238,8/6/2016 13:13,NA,8/6/2016 13:29,NA,NA,NA,328,NA,NA,1,18688880448,赵继涵
829,1220,3,NA,1483,1004,360,7,360,8/6/2016 13:16,NA,8/6/2016 13:24,NA,NA,NA,330,NA,NA,1,18688880419,徐骏太
855,1598,8,NA,1491,1012,689,13,689,8/6/2016 13:40,NA,8/6/2016 13:48,NA,NA,NA,330,NA,NA,1,18688880797,柴莉娇
848,1131,6,NA,1489,1010,458,10,458,8/6/2016 13:41,NA,8/6/2016 13:47,NA,NA,NA,330,NA,NA,1,18688880260,赵文乐
856,1125,2,NA,1481,1002,113,7,113,8/6/2016 13:45,NA,8/6/2016 13:18,NA,NA,NA,330,NA,NA,1,18688880254,赵光定
872,1162,6,NA,1489,1010,405,12,405,8/6/2016 13:47,NA,8/6/2016 14:05,NA,NA,NA,330,NA,NA,1,18688880130,刘爱梅
800,1159,8,NA,1490,1011,612,9,612,8/6/2016 14:02,NA,8/6/2016 14:12,NA,NA,NA,330,NA,NA,1,18688880129,刘斌义
750,1459,2,NA,1481,1002,237,7,237,8/6/2016 17:11,NA,8/6/2016 17:27,NA,NA,NA,330,NA,NA,1,18688880658,牛炎春
447,1609,6,NA,1505,1026,642,19,642,8/6/2016 17:17,NA,8/6/2016 17:28,NA,NA,NA,330,NA,NA,1,18688880808,柴豪逊
1038,1139,2,NA,1481,1002,486,13,486,8/6/2016 17:20,NA,8/6/2016 17:27,NA,NA,NA,330,NA,NA,1,18688880222,冯颖
690,1274,10,NA,1499,1020,1000,12,1000,8/6/2016 17:27,NA,8/6/2016 17:38,NA,NA,NA,330,NA,NA,1,18688880472,李孩立
1026,1010,10,NA,1441,1025,1027,24,1027,8/6/2016 17:33,NA,8/6/2016 17:40,NA,NA,NA,329,NA,NA,1,18688880029,袁家蕊
1325,1460,2,NA,1481,1002,1027,24,1027,8/6/2016 17:33,NA,,NA,NA,NA,330,NA,NA,0,18688880659,牛艳彤
1004,1105,2,NA,460,1002,801,17,801,8/6/2016 17:35,NA,8/6/2016 17:20,NA,NA,NA,304,NA,NA,1,18688880184,魏钰洁
1012,1106,8,NA,1491,1012,194,6,194,8/6/2016 17:36,NA,8/6/2016 17:55,NA,NA,NA,330,NA,NA,1,18688880185,张晋耀
500,1409,4,NA,1485,1006,657,13,657,8/6/2016 17:36,NA,8/6/2016 17:40,NA,NA,NA,330,NA,NA,1,18688880608,宁慧凡
1149,1263,2,NA,1481,1002,756,22,756,8/6/2016 17:48,NA,8/6/2016 17:34,NA,NA,NA,330,NA,NA,1,18688880461,赵斌民
1317,1153,8,NA,1490,1011,1210,18,1210,8/6/2016 17:49,NA,8/6/2016 18:08,NA,NA,NA,330,NA,NA,2,18688880127,习有汐
1002,1145,6,NA,467,1009,224,7,224,8/6/2016 17:55,NA,8/6/2016 18:07,NA,NA,NA,304,NA,NA,1,18688880274,孙子恒
484,1454,4,NA,1502,1023,435,12,435,8/6/2016 18:01,NA,8/6/2016 18:14,NA,NA,NA,330,NA,NA,1,18688880653,牛长熙
584,1487,7,NA,1508,1029,1156,21,1156,8/6/2016 18:02,NA,8/6/2016 18:06,NA,NA,NA,330,NA,NA,1,18688880686,刑兴国
1021,1116,8,NA,1491,1012,810,14,810,8/6/2016 18:15,NA,8/6/2016 18:23,NA,NA,NA,330,NA,NA,1,18688880195,张书仪
1298,1244,2,NA,1482,1003,256,9,256,8/6/2016 18:16,NA,8/6/2016 18:29,NA,NA,NA,330,NA,NA,1,18688880442,孙晨喆
1251,1121,8,NA,1490,1011,292,11,292,8/6/2016 18:32,NA,8/6/2016 18:37,NA,NA,NA,330,NA,NA,1,18688880250,赵传化
712,1148,5,NA,1487,1008,307,13,307,8/6/2016 18:46,NA,8/6/2016 18:51,NA,NA,NA,330,NA,NA,1,18688880225,卓亚萍
1290,1558,7,NA,1499,1020,656,15,656,8/6/2016 18:47,NA,8/6/2016 18:57,NA,NA,NA,330,NA,NA,1,18688880757,王辰泊
1173,1016,8,NA,1490,1011,556,17,556,8/6/2016 18:50,NA,8/6/2016 18:36,NA,NA,NA,330,NA,NA,1,18688880035,袁昊天
1258,1606,2,NA,1480,1001,240,9,240,8/6/2016 18:51,NA,8/6/2016 19:09,NA,NA,NA,330,NA,NA,1,18688880805,柴亮亮
778,1020,2,NA,1481,1002,207,6,207,8/6/2016 18:54,NA,8/6/2016 19:08,NA,NA,NA,330,NA,NA,1,18688880039,卢锦曦
475,1166,6,NA,1488,1009,142,7,142,8/6/2016 19:05,NA,8/6/2016 19:22,NA,NA,NA,330,NA,NA,1,18688880231,张大鹏
1064,1196,8,NA,1506,1027,48,1,48,8/6/2016 19:06,NA,8/6/2016 19:06,NA,NA,NA,330,NA,NA,1,18688880375,徐雨芮
1177,1128,3,NA,1502,1023,133,6,133,8/6/2016 19:11,NA,8/6/2016 19:14,NA,NA,NA,330,NA,NA,1,18688880257,张浚绎
1174,1152,6,NA,1487,1008,121,8,121,8/6/2016 19:17,NA,8/6/2016 19:20,NA,NA,NA,330,NA,NA,1,18688880281,胡书瑶
1103,1321,4,NA,1485,1006,204,9,204,8/6/2016 19:50,NA,8/6/2016 20:00,NA,NA,NA,330,NA,NA,1,18688880520,卫亚冰
1157,1446,4,NA,1484,1005,800,12,800,8/6/2016 20:00,NA,8/6/2016 20:05,NA,NA,NA,330,NA,NA,1,18688880645,苗嘉麒
1126,1118,8,NA,1492,1013,817,22,817,8/6/2016 20:02,NA,8/6/2016 20:06,NA,NA,NA,330,NA,NA,1,18688880197,胡蝶
1031,1208,8,NA,1491,1012,201,5,201,8/6/2016 20:19,NA,8/6/2016 20:23,NA,NA,NA,330,NA,NA,1,18688880407,孙一柏
1082,1157,4,NA,1484,1005,458,15,458,8/6/2016 20:29,NA,8/6/2016 20:41,NA,NA,NA,330,NA,NA,1,18688880286,赵奕骏
524,1381,8,NA,1518,1039,249,7,249,8/6/2016 20:36,NA,8/6/2016 20:48,NA,NA,NA,330,NA,NA,1,18688880580,覃明航
508,1238,2,NA,1480,1001,259,10,259,8/6/2016 20:37,NA,8/6/2016 20:50,NA,NA,NA,330,NA,NA,1,18688880436,崔雨泽
1278,1158,2,NA,1480,1001,185,6,185,8/6/2016 20:40,NA,8/6/2016 20:42,NA,NA,NA,330,NA,NA,1,18688880287,胡嘉汶
1054,1152,8,NA,1488,1009,98,3,98,8/6/2016 20:46,NA,8/6/2016 20:58,NA,NA,NA,330,NA,NA,1,18688880326,冷子彭
677,1190,10,NA,1497,1018,183,5,183,8/6/2016 20:48,NA,8/6/2016 21:00,NA,NA,NA,330,NA,NA,1,18688880369,赵晟玉
1274,1167,4,NA,1483,1004,264,7,264,8/6/2016 20:50,NA,8/6/2016 21:01,NA,NA,NA,330,NA,NA,1,18688880296,彭子晏
1309,1443,6,NA,1486,1007,445,15,445,8/6/2016 20:51,NA,8/6/2016 20:59,NA,NA,NA,330,NA,NA,1,18688880642,苗元琰
1148,1092,4,NA,1484,1005,1066,19,1066,8/6/2016 21:13,NA,8/6/2016 21:32,NA,NA,NA,330,NA,NA,1,18688880171,胡宇凯
905,1142,6,NA,1488,1009,379,9,379,8/6/2016 21:16,NA,8/6/2016 21:24,NA,NA,NA,330,NA,NA,1,18688880223,蓝振国
1108,1140,3,NA,1484,1005,154,5,154,8/6/2016 21:16,NA,8/6/2016 21:33,NA,NA,NA,330,NA,NA,1,18688880322,冯晓婷
1288,1207,7,NA,1493,1014,766,17,766,8/6/2016 21:21,NA,8/6/2016 21:32,NA,NA,NA,330,NA,NA,1,18688880406,赵靓玥
1029,1269,2,NA,1480,1001,123,3,123,8/6/2016 21:23,NA,8/6/2016 21:25,NA,NA,NA,330,NA,NA,1,18688880467,张岚一
439,1187,8,NA,1492,1013,878,16,878,8/6/2016 21:27,NA,8/6/2016 21:45,NA,NA,NA,330,NA,NA,1,18688880366,孙新潇
1314,1130,8,NA,1490,1011,508,12,508,8/6/2016 21:32,NA,8/6/2016 21:38,NA,NA,NA,330,NA,NA,1,18688880259,孙孔孜
1184,1120,10,NA,1496,1017,716,18,716,8/6/2016 21:38,NA,8/6/2016 21:42,NA,NA,NA,330,NA,NA,1,18688880199,孙辰旭
1267,1599,4,NA,1483,1004,269,8,269,8/6/2016 21:39,NA,8/6/2016 21:49,NA,NA,NA,330,NA,NA,1,18688880798,柴荣轩
1121,1547,4,NA,1484,1005,1156,22,1156,8/6/2016 21:41,NA,8/6/2016 21:52,NA,NA,NA,330,NA,NA,1,18688880746,王昭雪
1193,1548,2,NA,1481,1002,373,13,373,8/6/2016 21:56,NA,8/6/2016 22:05,NA,NA,NA,330,NA,NA,1,18688880747,王潘潘
1227,1549,2,NA,1481,1002,196,9,196,8/6/2016 21:56,NA,8/6/2016 22:01,NA,NA,NA,330,NA,NA,1,18688880748,王柯萌
1250,1550,6,NA,1486,1007,149,5,149,8/6/2016 21:57,NA,8/6/2016 22:06,NA,NA,NA,330,NA,NA,1,18688880749,王芊茹
1302,1551,5,NA,1489,1010,706,22,706,8/6/2016 21:57,NA,8/6/2016 22:01,NA,NA,NA,330,NA,NA,1,18688880750,王锦鹏
1303,1123,6,NA,1487,1008,124,9,124,8/6/2016 22:03,NA,8/6/2016 22:12,NA,NA,NA,330,NA,NA,1,18688880252,王静文
283,1519,3,NA,1420,1021,250,8,250,8/7/2016 11:04,NA,8/7/2016 11:09,NA,NA,NA,328,NA,NA,1,18688880718,薛倩倩
782,1167,2,NA,1480,1001,142,6,142,8/7/2016 11:10,NA,8/7/2016 11:23,NA,NA,NA,330,NA,NA,1,18688880296,彭子晏
201,1478,2,NA,1402,1003,119,5,119,8/7/2016 11:11,NA,8/7/2016 11:19,NA,NA,NA,328,NA,NA,1,18688880677,辛钿
871,1562,8,NA,1491,1012,661,18,661,8/7/2016 11:13,NA,8/7/2016 11:23,NA,NA,NA,330,NA,NA,1,18688880761,王树朋
428,1349,4,NA,1483,1004,289,8,289,8/7/2016 11:14,NA,8/7/2016 11:17,NA,NA,NA,330,NA,NA,1,18688880548,蔺芸玫
394,1213,6,NA,1488,1009,1011,20,1011,8/7/2016 11:16,NA,8/7/2016 11:22,NA,NA,NA,330,NA,NA,1,18688880412,赵英
239,1087,2,NA,1401,1002,182,4,182,8/7/2016 11:30,NA,8/7/2016 11:40,NA,NA,NA,328,NA,NA,1,18688880166,王立鑫
840,1144,6,NA,1489,1010,624,15,624,8/7/2016 11:32,NA,8/7/2016 11:38,NA,NA,NA,330,NA,NA,1,18688880273,王兴
406,1209,8,NA,1491,1012,196,5,196,8/7/2016 11:45,NA,8/7/2016 11:07,NA,NA,NA,330,NA,NA,1,18688880408,李泽佳
836,1448,8,NA,1490,1011,720,13,720,8/7/2016 11:47,NA,8/7/2016 12:02,NA,NA,NA,330,NA,NA,1,18688880647,苗成林
812,1122,8,NA,1494,1015,720,15,720,8/7/2016 12:08,NA,8/7/2016 12:18,NA,NA,NA,330,NA,NA,1,18688880251,袁志杰
844,1205,8,NA,1490,1011,766,16,766,8/7/2016 12:16,NA,8/7/2016 12:26,NA,NA,NA,330,NA,NA,1,18688880404,张涵函
351,1610,2,NA,1403,1004,176,5,176,8/7/2016 12:23,NA,8/7/2016 12:41,NA,NA,NA,328,NA,NA,1,18688880809,柴观骁
797,1086,7,NA,1492,1013,732,8,732,8/7/2016 12:49,NA,8/7/2016 13:02,NA,NA,NA,330,NA,NA,1,18688880165,孙焕欢
854,1140,2,NA,1481,1002,149,8,149,8/7/2016 13:24,NA,8/7/2016 13:39,NA,NA,NA,330,NA,NA,1,18688880269,赵铁皖
875,1258,5,NA,1486,1007,716,15,716,8/7/2016 13:32,NA,8/7/2016 13:36,NA,NA,NA,330,NA,NA,1,18688880456,李奇芳
